电信组播,#genre#
金鹰纪实,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/jyjs8m/8000000/d3.m3u8?
金鹰卡通,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/jykt/1300000/d3.m3u8?
财富天下,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/cftx/2500000/d3.m3u8?
福建综合,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/fjzhhd4m/4000000/d3.m3u8?
福建新闻,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/fjxwhd8m/8000000/d3.m3u8?
福建电视剧,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/fjdsjhd4m/4000000/d3.m3u8?
福建经济,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/fjjjshhd4m/4000000/d3.m3u8?
福建文体,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/fjtyhd4m/4000000/d3.m3u8?
福建少儿,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/fjsehd4m/4000000/d3.m3u8?
福建旅游,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/fjlyhd4m/4000000/d3.m3u8?
福建乡村振兴公共,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/fjgghd4m/4000000/d3.m3u8?
福建教育,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/fjjypdhd4m/4000000/d3.m3u8?
嘉佳卡通,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/jjkt/1300000/d3.m3u8?
戏曲精选,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/xqjx8m/8000000/d3.m3u8?
热门综艺,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/rmzy8m/8000000/d3.m3u8?
超级体育,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/qcsj8m/8000000/d3.m3u8?
健康养生,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/jkys8m/8000000/d3.m3u8?
百变课堂,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/bbkt8m/8000000/d3.m3u8?
看天下精选,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/ktxjx8m/8000000/d3.m3u8?
华语影院,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/hyyy8m/8000000/d3.m3u8?
电竞天堂,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/djtt8m/8000000/d3.m3u8?
青春动漫,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/qcdm8m/8000000/d3.m3u8?
宝宝动画,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/bbdh8m/8000000/d3.m3u8?
星光影院,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/xgyy8m/8000000/d3.m3u8?
谍战剧场,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/dzjc8m/8000000/d3.m3u8?
全球大片,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/qqdp8m/8000000/d3.m3u8?
热门剧场,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/rmjc8m/8000000/d3.m3u8?
空中课堂一年级,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kkyinj/1300000/d3.m3u8?
空中课堂二年级,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kkernj/1300000/d3.m3u8?
空中课堂三年级,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kksannj/1300000/d3.m3u8?
空中课堂四年级,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kksinj/1300000/d3.m3u8?
空中课堂五年级,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kkwunj/1300000/d3.m3u8?
空中课堂六年级,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kkliunj/1300000/d3.m3u8?
空中课堂七年级,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kkqinj/1300000/d3.m3u8?
空中课堂八年级,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kkbanj/1300000/d3.m3u8?
空中课堂九年级,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kkjiunj/1300000/d3.m3u8?
空中课堂高一,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kkgaoyinj/1300000/d3.m3u8?
空中课堂高二,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kkgaoernj/1300000/d3.m3u8?
空中课堂高三,http://43.141.130.51/dongfang5g-mobile-v51-live.bestvcdn.com.cn/SB/live/program/live/kkgaosannj/1300000/d3.m3u8?


